Grupa	Podgrupa	Šifra	Naziv Latinski	Naziv		Šifra	Naziv engleski
M00-M99	M05-M14	M07.3*	ARTHROPATHIAE PSORIATICAE ALIAE (L40.5+)	DRUGA OBOLJENJA ZGLOBOVA UZROKOVANA PSORIJAZOM	1	M07.3*	Other psoriatic arthropathies
M00-M99	M05-M14	M07.4*	ARTHROPATHIAE IN MORBO CROHN (NTERITIS REGIONALIS)(K50.-+)	OBOLJENJE ZGLOBA U CROHNOVOJ BOLESTI	1	M07.4*	Arthropathy in Crohn disease [regional enteritis]
M00-M99	M05-M14	M07.5*	ARTHROPATHIA IN COLITIDE ULCERATIVA (K51.-+)	OBOLJENJE ZGLOBA U ULCEROZNOM ZAPALJENJU DEBELOG CRIJEVA	1	M07.5*	Arthropathy in ulcerative colitis
M00-M99	M05-M14	M07.6*	ARTHROPATHIAE ENTEROPATICAE ALIAE	DRUGA ENETEROPATIJSKA OBOLJENJA ZGLOBOVA	1	M07.6*	Other enteropathic arthropathies
M00-M99	M05-M14	M08	ARTHRITIS PUERILIS	ZAPALJENJE ZGLOBA KOD MLADIH	1	M08.-	Juvenile arthritis
M00-M99	M05-M14	M08.0	ARTHRITIS PUERILIS RHEUMATOIDES	REUMATOIDNO ZAPALJENJE ZGLOBA KOD MLADIH	1	M08.0	Juvenile rheumatoid arthritis
M00-M99	M05-M14	M08.1	SPONDYLITIS PUERILIS ANKYLOPOIETICA	SPONDILITIS KOD MLADIH SA UKOČENOŠĆU	1	M08.1	Juvenile ankylosing spondylitis
M00-M99	M05-M14	M08.2	ARTHRITIS PUERILIS SYSTEMATICA	SISTEMATSKO ZAPALJENJE ZGLOBA KOD MLADIH	1	M08.2	Juvenile arthritis with systemic onset
M00-M99	M05-M14	M08.3	POLYARTHRITIS PUERILIS (SERONEGATIVA)	ZAPALJENJE VIŠE ZGLOBOVA KOD MLADIH - SERONEGATIVNO	1	M08.3	Juvenile polyarthritis (seronegative)
M00-M99	M05-M14	M08.4	ARTHRITIS PUERILIS OLIGOARTICULARIS	ZAPALJENJE ZGLOBA SA ZAHVATANJEM MALOG BROJA ZGLOBOVA KOD MLADIH	1	M08.4	Pauciarticular juvenile arthritis
M00-M99	M05-M14	M08.8	ARTHRITIS PUERILIS ALIA	DRUGA ZAPALJENJE ZGLOBA KOD MLADIH	1	M08.8	Other juvenile arthritis
M00-M99	M05-M14	M08.9	ARTHRITIS PUERILIS, NON SPECIFICATA	ZAPALJENJE ZGLOBA KOD MLADIH, NEOZNAČENO	1	M08.9	Juvenile arthritis, unspecified
M00-M99	M05-M14	M09*	ARTHRITIS PUERILIS IN MORBIS ALIIS	ZAPALJENJE ZGLOBA U DRUGIM BOLESTIMA KOD MLADIH	1	M09.-*	Juvenile arthritis in diseases classified elsewhere
M00-M99	M05-M14	M09.0*	ARTHRITIS PUERILIS PSORIATICA (L40.5+)	ZAPALJENJE ZGLOBA UZROKOVANO PSORIJAZOM KOD MLADIH	1	M09.0*	Juvenile arthritis in psoriasis
M00-M99	M05-M14	M09.1*	ARTHRITIS PUERILIS IN MORBO CROHN (ENTERITIS REGIONALIS) (K50.-+)	ZAPALJENJE ZGLOBA U CROHNOVOJ BOLESTI KOD MLADIH	1	M09.1*	Juvenile arthritis in Crohn disease [regional enteritis]
M00-M99	M05-M14	M09.2*	ARTHRITIS PUERILIS IN COLITIDE ULCERATIVA (K51.-+)	ZAPALJENJE ZGLOBA U ULCEROZNOM ZAPALJENJU DEBELOG CRIJEVA KOD MLADIH	1	M09.2*	Juvenile arthritis in ulcerative colitis
M00-M99	M05-M14	M09.8*	ARTHRITIS PUERILIS IN MORBIS ALIIS	ZAPALJENJE ZGLOBA U DRUGIM BOLESTIMA KOD MLADIH	1	M09.8*	Juvenile arthritis in other diseases classified elsewhere
M00-M99	M05-M14	M10	ARTHRITIS URICA	GIHT	1	M10.-	Gout
M00-M99	M05-M14	M10.0	ARTHRITIS URICA IDIOPATHICA	IDIOPATSKI GIHT	1	M10.0	Idiopathic gout
M00-M99	M05-M14	M10.1	ARTHRITIS URICA PLUMBICA	GIHT UZROKOVAN OLOVOM	1	M10.1	Lead-induced gout
M00-M99	M05-M14	M10.2	ARTHRITIS URICA MEDICAMENTOSA	GIHT UZROKOVAN LJEKOVIMA	1	M10.2	Drug-induced gout
M00-M99	M05-M14	M10.3	ARTHRITIS URICA PROPTER INSUFFICIENTIAM RENALEM	GIHT UZROKOVAN NEDOVOLJNOM FUNKCIJOM BUBREGA	1	M10.3	Gout due to impairment of renal function
M00-M99	M05-M14	M10.4	ARTHRITIS URICA SECUNDARIA ALIA	DRUGI SEKUNDARNI GIHT	1	M10.4	Other secondary gout
M00-M99	M05-M14	M10.9	ARTHRITIS URICA, NON SPECIFICATA	GIHT, NEOZNAČEN	1	M10.9	Gout, unspecified
M00-M99	M05-M14	M11	ARTHROPATHIAE CRYSTALLOGENES ALIAE	OSTALA OBOLJENJA ZGLOBOVA UZROKOVANA TALOŽENJEM KRISTALA	1	M11.-	Other crystal arthropathies
M00-M99	M05-M14	M11.0	MORBUS HYDROXYSPATITOGENES	BOLEST UZROKOVANA TALOŽENJEM HIDROKSIAPATITA	1	M11.0	Hydroxyapatite deposition disease
M00-M99	M05-M14	M11.1	CHONDROCALCINOSIS FAMILIARIS	FAMILIJARNA BOLEST UZROKOVANA TALOŽENJEM KRISTALA KALCIJUMA U HRSKAVICI	1	M11.1	Familial chondrocalcinosis
M00-M99	M05-M14	M11.2	CHONDROCALCINOSIS ALIA	DRUGO OBOLJENJE UZROKOVANO TALOŽENJEM KRISTALA KALCIJUMA U HRSKAVICI	1	M11.2	Other chondrocalcinosis
M00-M99	M05-M14	M11.8	ARTHROPATHIAE CRYSTALLOGENES ALIAE, SPECIFICATAE	DRUGA OZNAČENA OBOLJENJA ZGLOBOVA UZROKOVANA TALOŽENJEM KRISTALA	1	M11.8	Other specified crystal arthropathies
M00-M99	M05-M14	M11.9	ARTHROPATHIA CRYSTALLOGENES, NON SPECIFICATA	OBOLJENJE ZGLOBOVA UZROKOVANO TALOŽENJEM KRISTALA, NEOZNAČENO	1	M11.9	Crystal arthropathy, unspecified
M00-M99	M05-M14	M12	ARTHROPHIAE ALIAE, SPECIFICATAE	DRUGA OZNAČENA OBOLJENJA ZGLOBOVA	1	M12.-	Other specific arthropathies
M00-M99	M05-M14	M12.0	ARTHROPHIA POSTRHEUMATICA CHRONICA JACCOUD	HRONIČNO POSTREUMATSKO OBOLJENJE ZGLOBOVA (JACCOUD)	1	M12.0	Chronic postrheumatic arthropathy [Jaccoud]
M00-M99	M05-M14	M12.1	MORBUS KASCHIN-BECK	BOLEST KASCHIN-BECK	1	M12.1	Kaschin-Beck disease
M00-M99	M05-M14	M12.2	SYNOVITIS VILLONODURALIS (PIGMENTOSA)	RESIČASTO-NODULARNO (PIGMENTNO) ZAPALJENJE SINOVIJE	1	M12.2	Villonodular synovitis (pigmented)
M00-M99	M05-M14	M12.3	RHEUMATISMUSPALINDROMIACUS	PALINDROMIČKI REUMATIZAM	1	M12.3	Palindromic rheumatism
M00-M99	M05-M14	M12.4	HYDRARTHROSIS TEMPORALIS	POVREMENI IZLIV U ZGLOB	1	M12.4	Intermittent hydrarthrosis
M00-M99	M05-M14	M12.5	ARTHROPATHIA TRAUMATICA	OBOLJENJE ZGLOBA UZROKOVANO POVREDOM	1	M12.5	Traumatic arthropathy
M00-M99	M05-M14	M12.8	ARTHROPATHIA ALIA, SPECIFICATA	DRUGA OZNAČENA OBOLJENJA ZGLOBA, NEKLASIFIKOVANA NA DRUGOM MJESTU	1	M12.8	Other specific arthropathies, not elsewhere classified
M00-M99	M05-M14	M13	ARTHRITIS ALIA	OSTALA ZAPALJENJA ZGLOBA	1	M13.-	Other arthritis
M00-M99	M05-M14	M13.0	POLYARTHRITIS, NON SPECIFICATA	ZAPALJENJE VIŠE ZGLOBOVA, NEOZNAČENO	1	M13.0	Polyarthritis, unspecified
M00-M99	M05-M14	M13.1	MONARTHRITIS	ZAPALJENJE JEDNOG ZGLOBA, NEKLASIFIKOVNA NA DRUGOM MJESTU	1	M13.1	Monoarthritis, not elsewhere classified
M00-M99	M05-M14	M13.8	ARTHRITIS ALIA, SPECIFICATA	DRUGA OZNAČENA ZAPALJENJA ZGLOBA	1	M13.8	Other specified arthritis
M00-M99	M05-M14	M13.9	ARTHRITIS, NON SPECIFICATA	ZAPALJENJE ZGLOBA, NEOZNAČENO	1	M13.9	Arthritis, unspecified
M00-M99	M05-M14	M14*	ARTHROPATHIA IN MORBIS ALIIS	OBOLJENJA ZGLOBOVA U DRUGIM BOLESTIMA	1	M14.-*	Arthropathies in other diseases classified elsewhere
M00-M99	M05-M14	M14.0*	ARTHROPATHIA URICA PROPTER DEFECTUS ENZIMARUM ET DIAORDINES HEREDITARIOS ALIOS	GIHT UZROKOVAN POREMEĆAJIMA ENZIMA I DRUGIM NASLJEDNIM POREMEĆAJIMA	1	M14.0*	Gouty arthropathy due to enzyme defects and other inherited disorders
M00-M99	M05-M14	M14.1*	ARTHROPATHIA CRYSTALLOGENES IN DISORDINIBUS METABOLICIS ALIIS	OBOLJENJE ZGLOBA UZROKOVANO TALOŽENJEM KRISTALA U DRUGIM POREMEĆAJIMA METABOLIZMA	1	M14.1*	Crystal arthropathy in other metabolic disorders
M00-M99	M05-M14	M14.2*	ARTHROPATHIA DIABETICA	OBOLJENJE ZGLOBA KOD ŠEĆERNE BOLESTI	1	M14.2*	Diabetic arthropathy
M00-M99	M05-M14	M14.3*	DERMATOARTHRITIS LIPOIDALIS (E78.8+)	LIPOIDNO ZAPALJENJE KOŽE ZGLOBA	1	M14.3*	Lipoid dermatoarthritis
M00-M99	M05-M14	M14.4*	ARTHROPATHIA AMYLOIDALIS (E86.-+)	AMILOIDNO OBOLJENJE ZGLOBA	1	M14.4*	Arthropathy in amyloidosis
M00-M99	M05-M14	M14.5*	ARTHROPATHIAE IN MORBIS ENDOCRINIS, NUTRITIONALIBUS ET METABOLICIS ALIIS	OBOLJENJE ZGLOBOVA U DRUGIM BOLESTIMA ŽLIJEZDA SA UNUTRAŠNJIM LUČENJEM, ISHRANE I METABOLIZMA	1	M14.5*	Arthropathies in other endocrine, nutritional and metabolic disorders
M00-M99	M05-M14	M14.6*	ARTHROPATHIA NEUROPATHICA	NEUROPATSKO OBOLJENJE ZGLOBA	1	M14.6*	Neuropathic arthropathy
M00-M99	M05-M14	M14.8*	ARTHROPATHIAE IN MORBIS ALIIS, SPECIFICATIS	OBOLJENJE ZGLOBOVA U DRUGIM OZNAČENIM BOLESTIMA	1	M14.8*	Arthropathies in other specified diseases classified elsewhere
M00-M99	M15-M19	M15	POLYARTHROSIS	DEGENERATIVNA OBOLJENJA VIŠE ZGLOBOVA	1	M15.-	Polyarthrosis
M00-M99	M15-M19	M15.0	ARTHROSIS GENERALISATA PRIMARIA	PRIMARNO GENERALIZOVANO DEGENERATIVNO OBOLJENJE ZGLOBOVA	1	M15.0	Primary generalized (osteo)arthrosis
M00-M99	M15-M19	M15.1	NODI HEBERDEN (CUM ARTHROPHIA)	NODUSI HEBERDEN (SA OBOLJENJEM ZGLOBA)	1	M15.1	Heberden nodes (with arthropathy)
M00-M99	M15-M19	M15.2	NODI BOUCHARD (CUM ARTHROPHIA)	NODUSI BOUCHARD (SA OBOLJENJEM ZGLOBA)	1	M15.2	Bouchard nodes (with arthropathy)
M00-M99	M15-M19	M15.3	ARTHROSIS MULTIPLEX SECUNDARIA	SEKUNDARNO VIŠESTRUKO DEGENERATIVNO OBOLJENJE ZGLOBOVA	1	M15.3	Secondary multiple arthrosis
M00-M99	M15-M19	M15.4	ARTHROSIS EROSIVA	DEGENERATIVNO EROZIVNO OBOLJENJE ZGLOBA	1	M15.4	Erosive (osteo)arthrosis
M00-M99	M15-M19	M15.8	POLYARTHROSIS ALIA	DRUGA DEGENERATIVNA OBOLJENJA VIŠE ZGLOBOVA	1	M15.8	Other polyarthrosis
M00-M99	M15-M19	M15.9	POLYARTHROSIS, NON SPECIFICATA	DEGENERATIVNO OBOLJENJE VIŠE ZGLOBOVA, NEOZNAČENO	1	M15.9	Polyarthrosis, unspecified
M00-M99	M15-M19	M16	COXARTHROSIS	DEGENERATIVNO OBOLJENJE ZGLOBA KUKA	1	M16.-	Coxarthrosis [arthrosis of hip]
M00-M99	M15-M19	M16.0	COXARTHROSIS PRIMARIA BILATERALIS	PRIMARNO DEGENERATIVNO OBOLJENJE OBA KUKA	1	M16.0	Primary coxarthrosis, bilateral
M00-M99	M15-M19	M16.1	COXARTHROSIS PRIMARIA ALIA	DRUGO PRIMARNO DEGENERATIVNO OBOLJENJE KUKA	1	M16.1	Other primary coxarthrosis
M00-M99	M15-M19	M16.2	COXARTHROSIS DYSPLASTICA BILATERALIS	DEGENERATIVNO OBOLJENJE OBA KUKA UZROKOVANO DISPLAZIJOM	1	M16.2	Coxarthrosis resulting from dysplasia, bilateral
M00-M99	M15-M19	M16.3	COXARTHROSIS DYSPLASTICA ALIA	DRUGO DEGENERATIVNO OBOLJENJE KUKA UZROKOVANO DISPLAZIJOM	1	M16.3	Other dysplastic coxarthrosis
M00-M99	M15-M19	M16.4	COXARTHROSIS POSTTRAUMATICA BILATERALIS	DEGENERATIVNO OBOLJENJE OBA KUKA POSLIJE POVREDE	1	M16.4	Post-traumatic coxarthrosis, bilateral
M00-M99	M15-M19	M16.5	COXARTHROSIS POSTTRAUMATICA ALIA	DRUGO DEGENERATIVNO OBOLJENJE KUKA POSLIJE POVREDE	1	M16.5	Other post-traumatic coxarthrosis
M00-M99	M15-M19	M16.6	COXARTHROSIS SECUNDARIS BILATERALIS ALIA	DRUGO SEKUNDARNO DEGENERATIVNO OBOLJENJE OBA KUKA	1	M16.6	Other secondary coxarthrosis, bilateral
M00-M99	M15-M19	M16.7	COXARTHROSIS SECUNDARIA ALIA	DRUGO SEKUNDARNO DEGENERATIVNO OBOLJENJE KUKA	1	M16.7	Other secondary coxarthrosis
M00-M99	M15-M19	M16.9	COXARTHROSIS, NON SPECIFICATA	DEGENERATIVNO OBOLJENJE KUKA, NEOZNAČENO	1	M16.9	Coxarthrosis, unspecified
M00-M99	M15-M19	M17	GONARTHROSIS	DEGENERATIVNO OBOLJENJE ZGLOBA KOLJENA	1	M17.-	Gonarthrosis [arthrosis of knee]
M00-M99	M15-M19	M17.0	GONARTHROSIS PRIMARIA BILATERALIS	PRIMARNO OBOSTRANO DEGENERATIVNO OBOLJENJE KOLJENA	1	M17.0	Primary gonarthrosis, bilateral
M00-M99	M15-M19	M17.1	GONARTHROSIS PRIMARIA ALIA	DRUGO PRIMARNO DEGENERATIVNO OBOLJENJE KOLJENA	1	M17.1	Other primary gonarthrosis
M00-M99	M15-M19	M17.2	GONARTHROSIS POSTTRAUMATICA BILATERALIS	OBOSTRANO DEGENERATIVNO OBOLJENJE KOLJENA POSLIJE POVREDE	1	M17.2	Post-traumatic gonarthrosis, bilateral
M00-M99	M15-M19	M17.3	GONARTHROSIS POSTTRAUMATICA ALIA	DRUGO DEGENERATIVNO OBOLJENJE KOLJENA POSLIJE POVREDE	1	M17.3	Other post-traumatic gonarthrosis
M00-M99	M15-M19	M17.4	GONARTHROSIS SECUNDARIA BILATERALIS ALIA	DRUGO SEKUNDARNO OBOSTRANO DEGENERATIVNO OBOLJENJE KOLJENA	1	M17.4	Other secondary gonarthrosis, bilateral
M00-M99	M15-M19	M17.5	GONARTHROSIS SECUNDARIA ALIA	DRUGO SEKUNDARNO DEGENERATIVNO OBOLJENJE KOLJENA	1	M17.5	Other secondary gonarthrosis
M00-M99	M15-M19	M17.9	GONARTHROSIS, NON SPECIFICATA	DEGENERATIVNO OBOLJENJE KOLJENA, NEOZNAČENO	1	M17.9	Gonarthrosis, unspecified
M00-M99	M15-M19	M18	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS	DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA	1	M18.-	Arthrosis of first carpometacarpal joint
M00-M99	M15-M19	M18.0	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS PRIMARIA BILATERALIS	PRIMARNO OBOSTRANO DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA	1	M18.0	Primary arthrosis of first carpometacarpal joints, bilateral
M00-M99	M15-M19	M18.1	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS PRIMARIA ALIA	DRUGO PRIMARNO DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA	1	M18.1	Other primary arthrosis of first carpometacarpal joint
M00-M99	M15-M19	M18.2	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS POSTTRAUMATICA BILATERALIS	OBOSTRANO DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA POSLIJE POVREDE	1	M18.2	Post-traumatic arthrosis of first carpometacarpal joints, bilateral
M00-M99	M15-M19	M18.3	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS POSTTRAUMATICA ALIA	DRUGO DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA POSLIJE POVREDE	1	M18.3	Other post-traumatic arthrosis of first carpometacarpal joint
M00-M99	M15-M19	M18.4	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS SECUNDARIA BILATERALIS ALIA	DRUGO SEKUNDARNO OBOSTRANO DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA	1	M18.4	Other secondary arthrosis of first carpometacarpal joints, bilateral
M00-M99	M15-M19	M18.5	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS SECUNDARIA ALIA	DRUGO SEKUNDARNO DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA	1	M18.5	Other secondary arthrosis of first carpometacarpal joint
M00-M99	M15-M19	M18.9	ARTHROSIS ARTICULI CARPOMETACARPALIS POLLICIS, NON SPECIFICATA	DEGENERATIVNO OBOLJENJE PRVOG RUČNO-DORUČNOG ZGLOBA, NEOZNAČENO	1	M18.9	Arthrosis of first carpometacarpal joint, unspecified
M00-M99	M15-M19	M19	ARTHROSIS ALIA	DRUGO DEGENERATIVNO OBOLJENJE ZGLOBA	1	M19.-	Other arthrosis
M00-M99	M15-M19	M19.0	ARTHROSIS ARTICULORUM ALIORUM PRIMARIA	PRIMARNO DEGENERATIVNO OBOLJENJE DRUGIH ZGLOBOVA	1	M19.0	Primary arthrosis of other joints
M00-M99	M15-M19	M19.1	ARTHROSIS ARTICULORUM ALIORUM POSTTRAUMATICA	DEGENERATIVNO OBOLJENJE DRUGIH ZGLOBOVA POSLIJE POVREDE	1	M19.1	Post-traumatic arthrosis of other joints
M00-M99	M15-M19	M19.2	ARTHROSIS ARTICULORUM ALIORUM SECUNDARIA	SEKUNDARNO DEGENERATIVNO OBOLJENJE DRUGIH ZGLOBOVA	1	M19.2	Other secondary arthrosis
M00-M99	M15-M19	M19.8	ARTHROSIS ALIA, SPECIFICATA	DRUGO OZNAČENO DEGENERATIVNO OBOLJENJE ZGLOBA	1	M19.8	Other specified arthrosis
M00-M99	M15-M19	M19.9	ARTHROSIS, NON SPECIFICATA	DEGENERATIVNO OBOLJENJE ZGLOBA, NEOZNAČENO	1	M19.9	Arthrosis, unspecified
M00-M99	M20-M25	M20	DEFORMATIONES DIGITORUM MANUS ET DIGITORUM PEDIS ACQUISITAE	STEČENI DEFORMITETI PRSTIJU ŠAKE I STOPALA	1	M20.-	Acquired deformities of fingers and toes
M00-M99	M20-M25	M20.0	DEFORMATIO DIGITI MANUS	DEFORMACIJA PRSTA ŠAKE	1	M20.0	Deformity of finger(s)
M00-M99	M20-M25	M20.1	HALUX VALGUS (ACQUISITUS)	ISKRIVLJENOST PALCA STOPALA UPOLJE (STEČENA)	1	M20.1	Hallux valgus (acquired)
M00-M99	M20-M25	M20.2	HALUX RIGIDUS	UKRUĆEN PALAC STOPALA	1	M20.2	Hallux rigidus
M00-M99	M20-M25	M20.3	DEFORMATIO HALLUCIS (ACQUISITA) ALIA	DRUGI DEFORMITET PALCA (STEČENI)	1	M20.3	Other deformity of hallux (acquired)
M00-M99	M20-M25	M20.4	DEFORMATIO DIGITI PEDIS (ACQUISITA) ALIA	DRUGI ČEKIČASTI PRSTA STOPALA (STEČENI)	1	M20.4	Other hammer toe(s) (acquired)
M00-M99	M20-M25	M20.5	DEFORMATIONES DIGITORUM PEDIS (ACQUISITA) ALIAE	DRUGI DEFORMITETI PRSTIJU STOPALA (STEČENI)	1	M20.5	Other deformities of toe(s) (acquired)
M00-M99	M20-M25	M20.6	DEFORMATIO DIGITI PEDIS ACQUISITA, NON SPECIFICATA	STEČENI DEFORMITET PRSTA STOPALA, NEOZNAČEN	1	M20.6	Acquired deformity of toe(s), unspecified
M00-M99	M20-M25	M21	DEFORMATIONES EXTREMITATUM ACQUISITAE ALIAE	DRUGI STEČENI DEFORMITETI UDOVA	1	M21.-	Other acquired deformities of limbs
M00-M99	M20-M25	M21.0	DEFORMATIO VALGA	DEFORMITET IZVRNUTOG STOPALA, NEKLASIFIKOVAN NA DRUGOM MJESTU	1	M21.0	Valgus deformity, not elsewhere classified
M00-M99	M20-M25	M21.1	DEFORMATIO VARA	DEFORMITET UVRNUTOG STOPALA, NEKLASIFIKOVAN NA DRUGOM MJESTU	1	M21.1	Varus deformity, not elsewhere classified
M00-M99	M20-M25	M21.2	DEFORMATIO FLEXIONIS	DEFORMITET PREGIBANJA UDOVA	1	M21.2	Flexion deformity
M00-M99	M20-M25	M21.3	ARTICULUS INSTABILIS SIVE PES HAERENS (ACQUISITUS)	NESTABILAN ZGLOB ILI VISEĆE STOPALO (STEČENO)	1	M21.3	Wrist or foot drop (acquired)
M00-M99	M20-M25	M21.4	PES PLANUS (ACQUISITUS)	RAVNO STOPALO (STEČENO)	1	M21.4	Flat foot [pes planus] (acquired)
M00-M99	M20-M25	M21.5	MANUS ONYCHOGRYPHOSA CONTRACTA ACQUISITA ET PES ONYCHOGRYPHOSUS ACQUISITUS	STEČENA KANDŽASTO-ZGRČENA ŠAKA I KANDŽASTO-ZGRČENO STOPALO	1	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot
M00-M99	M20-M25	M21.6	DEFORMATIONES MALLEOLI ET PEDIS ACQUISITAE ALIAE	DRUGI STEČENI DEFORMITETI GLEŽNJA I STOPALA	1	M21.6	Other acquired deformities of ankle and foot
M00-M99	M20-M25	M21.7	LONGITUDO EXTREMITATUM IMPAR (ACQUISITA)	NEJEDNAKA DUŽINA UDOVA (STEČENA)	1	M21.7	Unequal limb length (acquired)
M00-M99	M20-M25	M21.8	DEFORMATIONES EXTREMITATUM ACQUISITAE ALIAE, SPECIFICATAE	DRUGI OZNAČENI STEČENI DEFORMITETI UDOVA	1	M21.8	Other specified acquired deformities of limbs
M00-M99	M20-M25	M21.9	DEFORMATIO EXTREMITATIS ACQUISITA, NON SPECIFICATA	STEČENI DEFORMITET UDA, NEOZNAČEN	1	M21.9	Acquired deformity of limb, unspecified
M00-M99	M20-M25	M22	MORBI PATELLAE	POREMEĆAJI ČAŠICE KOLJENA	1	M22.-	Disorders of patella
M00-M99	M20-M25	M22.0	LUXATIO PATELLAE RECURRENS (RECIDIVA)	PONAVLJANO IŠČAŠENJE ČAŠICE	1	M22.0	Recurrent dislocation of patella
M00-M99	M20-M25	M22.1	SUBLUXATIO PATELLAE RECURRENS	PONAVLJANO NEPOTPUNO IŠČAŠENJE ČAŠICE	1	M22.1	Recurrent subluxation of patella
M00-M99	M20-M25	M22.2	DISORDINES PATELLOFEMORALES	ČAŠIŠNO-BUTNI POREMEĆAJI	1	M22.2	Patellofemoral disorders
M00-M99	M20-M25	M22.3	MUTATIONES PATELLAE ALIAE	DRUGE PROMJENE ČAŠICE	1	M22.3	Other derangements of patella
M00-M99	M20-M25	M22.4	SHONDROMALACIA PATELLAE	RAZMEKŠAVANJE HRSKAVICE ČAŠICE	1	M22.4	Chondromalacia patellae
M00-M99	M20-M25	M22.8	MORBI PATELLAE ALIAE	DRUGI POREMEĆAJI ČAŠICE	1	M22.8	Other disorders of patella
M00-M99	M20-M25	M22.9	MORBUS PATELLAE, NON SPECIFICATUS	POREMEĆAJ ČAŠICE, NEOZNAČEN	1	M22.9	Disorder of patella, unspecified
M00-M99	M20-M25	M23	MORBI GENUS INTERNI	UNUTRAŠNJE POREMEĆAJI KOLJENA	1	M23.-	Internal derangement of knee
M00-M99	M20-M25	M23.0	CYSTIS MENISCI GENUS	CISTA MENISKUSA KOLJENA 	1	M23.0	Cystic meniscus
M00-M99	M20-M25	M23.1	MENISCUS GENUS DISCOIDES (CONGENITUS)	URODJENI DISKOIDNI MENISKUS KOLJENA	1	M23.1	Discoid meniscus (congenital)
M00-M99	M20-M25	M23.2	LAESIO MENISCI GENUS TRAUMATICA OBSOLETA	ZASTARELA OZLJEDA MENISKUSA UZROKOVANA POVREDOM	1	M23.2	Derangement of meniscus due to old tear or injury
M00-M99	M20-M25	M23.3	MUTATIONES MENISCI ALIAE	DRUGI POREMEĆAJI MENISKUSA	1	M23.3	Other meniscus derangements
M00-M99	M20-M25	M23.4	CORPUS LIBERUM GENUS	SLOBODNO TIJELO KOLJENA	1	M23.4	Loose body in knee
M00-M99	M20-M25	M23.5	INSTABILITAS GENUS CHRONICA	HRONIČNA NESTABILNOST KOLJENA	1	M23.5	Chronic instability of knee
M00-M99	M20-M25	M23.6	RUPTURA LIGAMENTI GENUS SPONTANEA ALIA	DRUGO SPONTANO PRSNUĆE LIGAMENATA KOLJENA	1	M23.6	Other spontaneous disruption of ligament(s) of knee
M00-M99	M20-M25	M23.8	MUTATIONES GENUS INTERNAE ALIAE	DRUGI UNUTRAŠNJI POREMEĆAJI KOLJENA	1	M23.8	Other internal derangements of knee
M00-M99	M20-M25	M23.9	MUTATIO GENUS INTERNA, NON SPECIFICATA	UNUTRAŠNJI POREMEĆAJ KOLJENA, NEOZNAČEN	1	M23.9	Internal derangement of knee, unspecified
M00-M99	M20-M25	M24	MORBI ARBICULORUM ALII, SPECIFICATI	OSTALI OZNAČENI POREMEĆAJI ZGLOBOVA	1	M24.-	Other specific joint derangements
M00-M99	M20-M25	M24.0	CORPUS LIBERUM ARTICULI	SLOBODNO TIJELO ZGLOBA	1	M24.0	Loose body in joint
M00-M99	M20-M25	M24.1	MORBI CARTALAGINIS ARTICULARIS ALII	DRUGI POREMEĆAJI HRSKAVICE ZGLOBA	1	M24.1	Other articular cartilage disorders
M00-M99	M20-M25	M24.2	MORBUS LIGAMENTI	POREMEĆAJ LIGAMENATA	1	M24.2	Disorder of ligament
M00-M99	M20-M25	M24.3	LUXATIO ET SUBLUXATIO ARTICULI PATHOLOGICA	PATOLOŠKO POTPUNO I NEPOTPUNO IŠČAŠENJE ZGLOBA, NEKLASIFIKOVANO NA DRUGOM MJESTU	1	M24.3	Pathological dislocation and subluxation of joint, not elsewhere classified
M00-M99	M20-M25	M24.4	LUXATIO ET SUBLUXATIO ARTICULI RECIDIVA	POVRATNO POTPUNO I NEPOTPUNO IŠČAŠENJE ZGLOBA	1	M24.4	Recurrent dislocation and subluxation of joint
M00-M99	M20-M25	M24.5	CONTRACTURA ARTICULI	ZGRČENOST ZGLOBA	1	M24.5	Contracture of joint
M00-M99	M20-M25	M24.6	ANKYLOSIS ARTICULI	ANKILOZA ZGLOBA	1	M24.6	Ankylosis of joint
M00-M99	M20-M25	M24.7	PROTRUSIO ACETABULI	PROTURZIJA ACETABULUMA	1	M24.7	Protrusio acetabuli
